id,source_id,source_cutoff,question_text,trigger_span,answer_text,answer_span,answer_score,snippet_has_arg1_of,trigger_has_arg1_of,answer_has_arg2_of
starshade.S68.Q3,starshade,3566,So is this how we could locate potential new homes for humans?,"[3491, 3522]",,,2.0,['EntRel:nan'],[],[]
starshade.S58.Q3,starshade,3115,What was he talking about get us an earth?,"[3096, 3113]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S17.Q1,starshade,1291,what is the fairly small telescope called? ,"[1242, 1264]",My mistake. The telescope was named in the beginning. ,"[1358.0, 1364.0]",5.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S22.Q1,starshade,1366,what comes after the orbit of Uranus? ,"[1349, 1364]",Space. ,"[1531.0, 1543.0]",4.0,['EntRel:nan'],['EntRel:nan'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S24.Q1,starshade,1500,What is ten times further away?,"[1470, 1492]",Kuiper Belt,"[1556.0, 1567.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S26.Q1,starshade,1599,What is not resolved? ,"[1578, 1597]",,,1.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],[]
starshade.S110.Q2,starshade,5692,what are the petals for?,"[5522, 5528]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
starshade.S117.Q2,starshade,5893,what happens when the petals go into place?,"[5710, 5744]",,,1.0,['EntRel:nan'],[],[]
starshade.S119.Q2,starshade,6049,what will the technology do?,"[5952, 5983]",we will be able to see another solar system,"[6376.0, 6403.0]",4.0,['EntRel:nan'],['EntRel:nan'],['Implicit:Contingency.Cause.Reason']
starshade.S49.Q3,starshade,2788,"What does he mean ""get us an Earth?""","[2576, 2591]",,,1.0,['Implicit:Contingency.Cause.Reason'],[],[]
starshade.S54.Q3,starshade,2901,Does this happen at night or day?,"[2831, 2859]",A spot light would be like a bright sun in the day,"[2953.0, 2975.0]",3.0,['AltLex:Expansion.Equivalence'],['AltLex:Expansion.Equivalence'],['AltLex:Expansion.Equivalence']
starshade.S56.Q3,starshade,3039,Do eclipses have any other effects?,"[3008, 3021]","Other than shadows, probably not.","[3071.0, 3095.0]",3.0,['NoRel:nan'],['NoRel:nan'],['AltLex:Hypophora']
starshade.S123.Q2,starshade,6464,what is an occulter?,"[6423, 6431]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
starshade.S125.Q2,starshade,6617,How about the rest of the planets?,"[6464, 6483]",,,1.0,['EntRel:nan'],[],[]
starshade.S127.Q2,starshade,6778,what kind of life?,"[6710, 6730]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S45.Q2,starshade,2612,How to get rid of the light,"[2425, 2474]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S51.Q2,starshade,2764,How does an eclipse help with the light issue,"[2733, 2740]",The moon blocks out the sun,"[2788.0, 2826.0]",4.0,['EntRel:nan'],[],['Implicit:Contingency.Cause.Reason']
starshade.S30.Q2,starshade,1965,What planet,"[1949, 1955]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S37.Q2,starshade,2113,How far away are we now,"[2026, 2052]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S43.Q2,starshade,2398,How to get rid of the light,"[2372, 2396]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S121.Q2,starshade,6248,what will happen if you can put out a similar space telescope?,"[6139, 6179]",we might see a family portrait of another solar system,"[6248.0, 6288.0]",5.0,[],[],['EntRel:nan']
starshade.S39.Q2,starshade,2163,What is hard,"[2148, 2161]",The light of the sun blocks out the light coming from the planet,"[2163.0, 2201.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Level-of-detail.Arg2-as-detail']"
starshade.S41.Q2,starshade,2301,What telescope are you using,"[2230, 2239]",,,1.0,['Explicit:Contingency.Cause.Result'],['Explicit:Contingency.Cause.Result'],[]
starshade.S46.Q2,starshade,2764,What is the coolest technology?,"[2520, 2542]",,,1.0,['EntRel:nan'],[],[]
starshade.S55.Q2,starshade,3008,What does the eclipse have to do with cool tech?,"[2831, 2859]",removes light,"[3191.0, 3223.0]",4.0,['NoRel:nan'],[],"['AltLex:Hypophora', 'EntRel:nan', 'Explicit:Contingency.Condition.Arg1-as-cond']"
starshade.S57.Q2,starshade,3062,Did blocking light inspire cool tech?,"[3045, 3061]",camera in moon's shadow,"[3124.0, 3160.0]",4.0,[],[],"['AltLex:Hypophora', 'EntRel:nan']"
starshade.S59.Q2,starshade,3249,What is dim?,"[3228, 3247]",corona structure,"[3249.0, 3277.0]",5.0,[],[],"['AltLex:Hypophora', 'EntRel:nan', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
starshade.S61.Q2,starshade,3325,What happens if the technique is used in space?,"[3279, 3323]",we can see planets,"[3501.0, 3522.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'AltLex:Contingency.Cause.Result']"
starshade.S53.Q2,starshade,2828,What did the eclipse inspire?,"[2771, 2786]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S41.Q3,starshade,2301,Would a different type of telescope work better to see it?,"[2203, 2239]","Sounds like there's a method to see the planet, but it hasn't clarified the details yet. It has to do with getting rid of the light. ","[2326.0, 2370.0]",3.0,['Explicit:Contingency.Cause.Result'],['Explicit:Contingency.Cause.Result'],['Explicit:Contingency.Cause.Result']
starshade.S43.Q3,starshade,2398,How do we get rid of it?,"[2372, 2396]",,,2.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S45.Q3,starshade,2612,What are these new technologies?,"[2425, 2463]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S51.Q3,starshade,2764,What was first suggested?,"[2619, 2651]",,,1.0,['EntRel:nan'],[],[]
starshade.S67.Q3,starshade,3524,Are these exoplanets we can see?,"[3515, 3522]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S29.Q2,starshade,1846,How far out are we planning on going?,"[1640, 1687]",Ten times further away from the last point,"[1846.0, 1883.0]",5.0,['NoRel:nan'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'NoRel:nan']"
starshade.S110.Q3,starshade,5692,What kind of petals are they?,"[5543, 5565]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],[]
starshade.S30.Q3,starshade,1965,Ten times further away from what? What was the starting point?,"[1640, 1687]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S37.Q3,starshade,2113,What planet is being referred to? ,"[2026, 2068]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S39.Q3,starshade,2163,What do we want to see?,"[2113, 2139]",The unnamed planet,"[2255.0, 2299.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S35.Q2,starshade,1965,Which planet is gone?,"[1945, 1963]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S14.Q2,starshade,1226,What hasn't been done?,"[986, 1011]",,,1.0,['Explicit:Contingency.Cause.Reason'],[],[]
starshade.S21.Q2,starshade,1330,What is being moved away from?,"[1291, 1328]",Uranus,"[1358.0, 1364.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S23.Q2,starshade,1423,What has less resolve?,"[1387, 1421]",,,1.0,['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Comparison.Concession.Arg2-as-denier'],[]
starshade.S25.Q2,starshade,1569,Is the Kuiper belt similar to the asteroid belt?,"[1556, 1567]",,,1.0,['AltLex:Temporal.Synchronous'],['AltLex:Temporal.Synchronous'],[]
starshade.S27.Q2,starshade,1640,Who is Carl Sagan?,"[1626, 1638]",,,1.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],[]
starshade.S125.Q3,starshade,6617,What angel is this from?,"[6472, 6520]",,,2.0,['EntRel:nan'],[],[]
starshade.S127.Q3,starshade,6778,Is there any evidence thus far?,"[6691, 6730]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S81.Q5,starshade,4346,Is this related to some sort of smart lighting  product?,"[4228, 4237]",Seems to be related to astronomy and potentially a telescope or telescope related product. ,"[4440.0, 4459.0]",4.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']",[],"['EntRel:nan', 'Explicit:Expansion.Conjunction']"
starshade.S86.Q5,starshade,4485,Can you see all the planets?,"[4452, 4459]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S88.Q5,starshade,4693,How heavy is the starshade?,"[4562, 4591]",,,1.0,"['Explicit:Expansion.Conjunction', 'Explicit:Temporal.Asynchronous.Precedence']",[],[]
starshade.S90.Q5,starshade,4878,What's the next step for this plan?,"[4828, 4834]",,,2.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S92.Q5,starshade,4943,What happens after it separates from the telescope?,"[4913, 4922]",It will fly a very large distance away from the telescope after separating from it. ,"[5045.0, 5086.0]",5.0,['Implicit:Temporal.Asynchronous.Precedence'],['Implicit:Temporal.Asynchronous.Precedence'],['Explicit:Temporal.Asynchronous.Precedence']
starshade.S96.Q5,starshade,5088,Where will it eventually land?,"[5032, 5035]",It's going to be adjacent to a star in space.,"[5110.0, 5127.0]",4.0,['Implicit:Temporal.Asynchronous.Precedence'],['Implicit:Temporal.Asynchronous.Precedence'],['Implicit:Temporal.Asynchronous.Precedence']
starshade.S100.Q5,starshade,5212,How will this device enable planets to orbit it?,"[5185, 5210]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
starshade.S117.Q3,starshade,5893,Why is the position so important?,"[5759, 5789]",can build this technology,"[5958.0, 5983.0]",4.0,['EntRel:nan'],[],"['EntRel:nan', 'Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Contingency.Condition.Arg2-as-cond', 'Implicit:Expansion.Conjunction']"
starshade.S119.Q3,starshade,6049,why in space?,"[5985, 6012]",take a similar space telescope,"[6149.0, 6179.0]",4.0,['EntRel:nan'],['EntRel:nan'],"['Explicit:Contingency.Condition.Arg2-as-cond', 'EntRel:nan']"
starshade.S121.Q3,starshade,6248,why an occulter? ,"[6216, 6246]",see someone else's solar system,"[6376.0, 6431.0]",4.0,[],[],['Implicit:Contingency.Cause.Reason']
starshade.S123.Q3,starshade,6464,Why the interest?,"[6354, 6375]",earth at center,"[6565.0, 6615.0]",3.0,['NoRel:nan'],['NoRel:nan'],"['NoRel:nan', 'Explicit:Expansion.Conjunction', 'EntRel:nan']"
starshade.S60.Q4,starshade,3279,What are we trying to see in space?,"[3122, 3145]",We are trying to find new planets and other features.,"[3501.0, 3522.0]",5.0,['EntRel:nan'],['EntRel:nan'],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'AltLex:Contingency.Cause.Result']"
starshade.S64.Q4,starshade,3435,Is the big screen meant to create a shadow effect and increase visibility?,"[3325, 3346]","The shadow would allow us to see a better view of space, and potentially see more planets.","[3501.0, 3522.0]",5.0,['Implicit:Temporal.Asynchronous.Precedence'],[],"['Implicit:Expansion.Level-of-detail.Arg2-as-detail', 'AltLex:Contingency.Cause.Result']"
starshade.S12.Q3,starshade,1012,Why haven't they done what? ,"[932, 984]",,,2.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S16.Q3,starshade,1155,What type of picture is it the person is wanting? ,"[1060, 1113]",A distant picture from space. ,"[1240.0, 1289.0]",4.0,[],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Contingency.Cause.Reason']"
starshade.S20.Q3,starshade,1291,What is the subject of the photo this person seeks? ,"[1255, 1289]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],[]
starshade.S61.Q3,starshade,3325,Did it work to put the telescope in space?,"[3279, 3323]",,,1.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S67.Q4,starshade,3524,What is the big screen made of?,"[3325, 3347]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S49.Q4,starshade,2788,What is the significance of the solar eclipse in the discussion?,"[2764, 2786]",,,2.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],[]
starshade.S54.Q4,starshade,2901,How are the mechanics of a solar eclipse significant to the larger discussion?,"[2792, 2826]",,,1.0,['AltLex:Expansion.Equivalence'],[],[]
starshade.S56.Q4,starshade,3039,Does the solar eclipse affect visibility somehow?,"[3008, 3037]",The shadow of an eclipse can give better visibility when viewing objects in space,"[3228.0, 3263.0]",4.0,['NoRel:nan'],['NoRel:nan'],"['AltLex:Hypophora', 'EntRel:nan', 'Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']"
starshade.S58.Q4,starshade,3115,What does the moon and its shadow mean to the discussion?,"[3071, 3113]",The shadow of the moon can give us better visibility of the sun by blocking its light,"[3191.0, 3223.0]",4.0,['EntRel:nan'],['EntRel:nan'],"['AltLex:Hypophora', 'EntRel:nan', 'Explicit:Contingency.Condition.Arg1-as-cond']"
starshade.S68.Q4,starshade,3566,How would we know exactly where to create a shadow?,"[3438, 3489]",,,1.0,['EntRel:nan'],[],[]
starshade.S57.Q3,starshade,3062,How does this apply to finding another earth,"[3045, 3061]",It has to do with telescope placement,"[3118.0, 3160.0]",3.0,[],[],"['AltLex:Hypophora', 'EntRel:nan']"
starshade.S59.Q3,starshade,3249,Where is this telescope located?,"[3115, 3133]",In space,"[3304.0, 3323.0]",5.0,[],[],['EntRel:nan']
starshade.S2.Q3,starshade,296,What is it they want a telescope to do? ,"[211, 252]",They are searching for a new star that may have Earth like planets. ,"[546.0, 589.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Explicit:Expansion.Conjunction']
starshade.S6.Q3,starshade,625,What are astronomers planning on doing if they ever find such a planet? ,"[572, 623]",,,1.0,['Explicit:Comparison.Concession.Arg2-as-denier'],['Explicit:Comparison.Concession.Arg2-as-denier'],[]
starshade.S8.Q3,starshade,695,How did astronomers detect Earth like planets indirectly? ,"[658, 693]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
starshade.S10.Q3,starshade,922,How far is six billion kilometers? ,"[893, 915]",,,1.0,['Implicit:Comparison.Similarity'],['Implicit:Comparison.Similarity'],[]
starshade.S46.Q3,starshade,2764,What kind of technology are you talking about?,"[2425, 2463]",,,1.0,['EntRel:nan'],[],[]
starshade.S62.Q4,starshade,3524,Is the star causing the light?,"[3381, 3415]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S69.Q4,starshade,3618,Are you talking about the planets in the solar system?,"[3606, 3616]",,,1.0,['Explicit:Contingency.Cause.Reason'],['Explicit:Contingency.Cause.Reason'],[]
starshade.S71.Q4,starshade,3790,Would heavy waves act differently?,"[3688, 3732]",,,1.0,['AltLex:Comparison.Similarity'],['AltLex:Comparison.Similarity'],[]
starshade.S73.Q4,starshade,3910,How big is the shadow?,"[3893, 3908]",,,1.0,"['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']","['Explicit:Expansion.Conjunction', 'Implicit:Contingency.Cause.Result']",[]
starshade.S75.Q4,starshade,3974,"If spitzer knew the answer, why did he suggest we do this in space?","[3940, 3972]",We came up with optimal solutons in the last 10 years.,"[4095.0, 4128.0]",5.0,['EntRel:nan'],['EntRel:nan'],['Explicit:Expansion.Conjunction']
starshade.S115.Q1,starshade,5692,What connects the petals? ,"[5658, 5690]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S53.Q3,starshade,2828,What about the eclipse inspired him?,"[2771, 2786]",,,2.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S55.Q3,starshade,3008,How does this relate to the technology you're discussing,"[2870, 2903]",It allows you to see more,"[3008.0, 3037.0]",4.0,['NoRel:nan'],['NoRel:nan'],['NoRel:nan']
starshade.S83.Q4,starshade,4239,Does it look like a flower petal?,"[4215, 4237]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S77.Q4,starshade,4168,How do we soften the edges?,"[4003, 4051]",,,2.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S105.Q1,starshade,5425,What are the petals? ,"[5399, 5423]",It's a sub-scale star shade,"[5425.0, 5455.0]",4.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S107.Q1,starshade,5507,How large is the one we saw? ,"[5468, 5505]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S94.Q1,starshade,5172,What flies away from the telescope? ,"[5032, 5086]",,,1.0,['AltLex:Contingency.Cause.Result'],[],[]
starshade.S101.Q1,starshade,5234,What do the planets orbit around? ,"[5185, 5210]",,,1.0,['NoRel:nan'],[],[]
starshade.S103.Q1,starshade,5321,What have they been working on? ,"[5262, 5288]",A sub-scale star shade,"[5425.0, 5455.0]",4.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['EntRel:nan']
starshade.S26.Q2,starshade,1599,What's not resolved?,"[1573, 1597]",,,2.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],[]
starshade.S22.Q2,starshade,1366,What is being made an example of?,"[1330, 1364]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S24.Q2,starshade,1500,What has gotten smaller?,"[1366, 1385]",,,1.0,['Implicit:Contingency.Cause.Result'],[],[]
starshade.S109.Q1,starshade,5623,What are the petals made of? ,"[5537, 5588]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],[],[]
starshade.S36.Q2,starshade,2070,Why is it so bright?,"[2026, 2068]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S52.Q5,starshade,2788,Can you only observe during a rare solar eclipse then?,"[2764, 2786]",,,2.0,['Implicit:Contingency.Cause.Reason'],['Implicit:Contingency.Cause.Reason'],[]
starshade.S28.Q2,starshade,1689,Why does the text keep going further out?,"[1644, 1687]",Looks like it's referring the distance of a certain planet,"[1825.0, 1844.0]",4.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
starshade.S32.Q2,starshade,1885,What is lastly 10x further away?,"[1861, 1883]",Alpha Centauri's distance appears to have been described.,"[1898.0, 1912.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result']"
starshade.S17.Q2,starshade,1291,What analogy is being made?,"[1186, 1224]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],[]
starshade.S40.Q5,starshade,2203,What happens when light diffracts?,"[2167, 2201]",The light is scattering inside the telescope and causes the view of the planet to be obscured.,"[2208.0, 2239.0]",5.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S42.Q5,starshade,2372,What are we going to do about all that light?,"[2326, 2346]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
starshade.S44.Q5,starshade,2544,What's the technology?,"[2490, 2508]",A solar eclipse,"[2764.0, 2786.0]",4.0,['Explicit:Expansion.Conjunction'],[],['EntRel:nan']
starshade.S48.Q5,starshade,2742,What did Lyman Spitzer make?,"[2612, 2651]",A solar eclipse,"[2764.0, 2786.0]",5.0,['EntRel:nan'],['EntRel:nan'],['EntRel:nan']
starshade.S14.Q3,starshade,1226,What haven't we done?,"[986, 1011]",Use the telescope for far away viewing,"[1226.0, 1264.0]",3.0,['Explicit:Contingency.Cause.Reason'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Contingency.Cause.Reason']"
starshade.S21.Q3,starshade,1330,What type of telescope is it?,"[1249, 1264]",,,1.0,['Implicit:Contingency.Cause.Result'],[],[]
starshade.S36.Q3,starshade,2070,Can you make out anything other than the brightness?,"[2026, 2068]",,,1.0,['EntRel:nan'],['EntRel:nan'],[]
starshade.S23.Q3,starshade,1423,Are they talking about pictures from space?,"[1366, 1421]","You can see the moon, but it is smaller","[1426.0, 1455.0]",4.0,['Implicit:Comparison.Concession.Arg2-as-denier'],['Implicit:Comparison.Concession.Arg2-as-denier'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Comparison.Concession.Arg2-as-denier']"
starshade.S25.Q3,starshade,1569,What is the Kuiper Belt?,"[1556, 1567]",,,1.0,['AltLex:Temporal.Synchronous'],['AltLex:Temporal.Synchronous'],[]
starshade.S27.Q3,starshade,1640,"Are they talking about how big things are in space, verses how big we imagine they are?","[1609, 1638]","When you move further out, you can see the whole picture once the sun comes into the field of  vision","[1780.0, 1811.0]",4.0,['Explicit:Expansion.Conjunction'],['Explicit:Expansion.Conjunction'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
starshade.S29.Q3,starshade,1846,How small is the planet in this perspective?,"[1825, 1844]","When you move further out, you can't even see the planet anymore","[1918.0, 1963.0]",4.0,['NoRel:nan'],['NoRel:nan'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Contingency.Cause.Result', 'Explicit:Expansion.Conjunction']"
starshade.S35.Q3,starshade,1965,Are the planets near Alpha Centauri as big as our planents,"[1898, 1912]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S33.Q5,starshade,2070,Where are we going next?,"[1885, 1912]",It seems we're stopping here.,"[2163.0, 2186.0]",3.0,['EntRel:nan'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Level-of-detail.Arg2-as-detail']"
starshade.S38.Q5,starshade,2141,Why do we want to see the star?,"[2125, 2139]",To observe diffraction.,"[2167.0, 2201.0]",3.0,"['Explicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']","['Explicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']","['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Level-of-detail.Arg2-as-detail']"
starshade.S17.Q3,starshade,1291,Will it be earth or mars based?,"[1242, 1289]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],['AltLex:Temporal.Asynchronous.Precedence'],[]
starshade.S22.Q3,starshade,1366,Will we even be able to see earth from that distance?,"[1295, 1328]",It will be smaller with less resolution and detail.,"[1366.0, 1421.0]",5.0,['EntRel:nan'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'EntRel:nan']"
starshade.S24.Q3,starshade,1500,Will we be able to see it?,"[1461, 1498]",It cannot be resolved from this distance.,"[1569.0, 1597.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'AltLex:Temporal.Synchronous']"
starshade.S26.Q3,starshade,1599,what can be done to make it resolve?,"[1569, 1597]",,,1.0,['Implicit:Expansion.Equivalence'],['Implicit:Expansion.Equivalence'],[]
starshade.S28.Q3,starshade,1689,what can we see from this distance?,"[1644, 1687]",The sun,"[1780.0, 1811.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Explicit:Expansion.Conjunction']"
starshade.S32.Q3,starshade,1885,What will we see from this distance?,"[1861, 1883]",All we can see is the star and its brightness. ,"[1989.0, 2018.0]",5.0,['Implicit:Contingency.Cause.Result'],['Implicit:Contingency.Cause.Result'],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S30.Q4,starshade,1965,What planet is referenced?,"[1945, 1955]",,,1.0,['Implicit:Expansion.Conjunction'],['Implicit:Expansion.Conjunction'],[]
starshade.S37.Q4,starshade,2113,What planet is in the red circle?,"[2086, 2111]",,,1.0,['EntRel:nan'],[],[]
starshade.S39.Q4,starshade,2163,Are we wanting to see the planet?,"[2113, 2124]",The light makes it hard to see the planet.,"[2289.0, 2299.0]",5.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[],"['AltLex:Hypophora', 'Implicit:Contingency.Cause.Reason', 'Implicit:Expansion.Conjunction']"
starshade.S41.Q4,starshade,2301,Which planet is it?,"[2293, 2299]",Earth,"[2586.0, 2591.0]",5.0,['Explicit:Contingency.Cause.Result'],['Explicit:Contingency.Cause.Result'],"['Explicit:Comparison.Concession.Arg2-as-denier', 'Explicit:Expansion.Conjunction']"
starshade.S51.Q4,starshade,2764,What was suggested by Spitzer?,"[2612, 2614]",,,1.0,['EntRel:nan'],[],[]
starshade.S123.Q4,starshade,6464,Do you think its likely you'll see another solar system?,"[6354, 6403]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
starshade.S125.Q4,starshade,6617,Where are the other planets?,"[6464, 6520]",,,1.0,['EntRel:nan'],[],[]
starshade.S127.Q4,starshade,6778,What are the odds you'll find those things?,"[6638, 6673]",,,1.0,['Implicit:Expansion.Conjunction'],[],[]
starshade.S109.Q2,starshade,5623,What is JPL?,"[5618, 5621]",,,1.0,['AltLex:Temporal.Asynchronous.Precedence'],[],[]
starshade.S115.Q2,starshade,5692,Why do they have to rotate?,"[5652, 5690]",They have to go to the same place each time.,"[5717.0, 5755.0]",3.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail']
starshade.S94.Q2,starshade,5172,What are they looking at through the telescope?,"[5088, 5127]",Planets are orbiting around what they're looking at,"[5178.0, 5210.0]",3.0,['AltLex:Contingency.Cause.Result'],['AltLex:Contingency.Cause.Result'],['AltLex:Contingency.Cause.Result']
starshade.S101.Q2,starshade,5234,Where is this taking place?,"[5212, 5232]",,,1.0,['NoRel:nan'],['NoRel:nan'],[]
starshade.S103.Q2,starshade,5321,What have they been working on for so long?,"[5273, 5319]",,,2.0,['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],['Implicit:Expansion.Level-of-detail.Arg2-as-detail'],[]
